AppID,Name,Genres,Categories,Tags,Rating
846320,AI Vendetta,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Family Sharing","Action, Adventure",30
3029820,Ai Vpet,"Casual, Simulation, Utilities",,"Simulation, Casual, Utilities, Artificial Intelligence, Anime",36
4401130,AI vr. AI Vr Edition,"Action, Adventure, Simulation, Strategy","Single-player, Multi-player, PvP, LAN PvP, Co-op",,0
2052270,AI WAR,"Action, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Family Sharing","Action, Simulation, Action-Adventure, Shooter, Automobile Sim",30
573410,AI War 2,"Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op","4X, Grand Strategy, Multiplayer, Tower Defense, Co-op",49
40400,AI War: Fleet Command,"Indie, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op","Strategy, RTS, Space, Indie, Sci-fi",48
1961210,Ai-(Onic),"Action, Casual, Indie, Strategy","Multi-player, PvP, Online PvP, LAN PvP, Co-op","Action, Casual, Strategy, 3D Fighter, Arcade",30
3620780,AI-deal-Rays [General Edition],Action,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",,0
2893580,AI-VJ,"Indie, Free To Play, Animation & Modeling, Early Access","Steam Workshop, Steam Cloud",,0
2429630,AI.Cybercraft,"Action, Adventure, Indie, Strategy","Single-player, Steam Achievements, Family Sharing","Action, Action-Adventure, Realistic, Tactical, Flight",30
2690630,AI.Gears : Team Tag Battle,"Indie, Simulation, Early Access","Single-player, Multi-player, PvP, Online PvP, Family Sharing",,0
2880730,AI2U: With You Til The End,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Family Sharing","Early Access, Cute, Artificial Intelligence, Psychological Horror, Anime",40
2154230,AI: Art Impostor,"Casual, Simulation, Early Access","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases","Casual, Design & Illustration, Artificial Intelligence, Multiplayer, Simulation",35
438020,AI: Rampage,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Indie, Strategy, Action, Top-Down",31
948740,AI: The Somnium Files,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud","Visual Novel, Anime, Story Rich, Mystery, Detective",75
1449200,AI: THE SOMNIUM FILES - nirvanA Initiative,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Visual Novel, Mystery, Anime, Adventure, Detective",60
490990,Aiball,"Action, Adventure, Casual, Indie, Massively Multiplayer","Single-player, Multi-player, PvP, Online PvP, Steam Trading Cards","Early Access, Sports, Indie, PvP, Casual",31
2924650,Aidan in Danger,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Side Scroller, 2D Platformer, Adventure, PvE",31
783060,AIDEN,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing","Adventure, Casual, Indie, Horror, Walking Simulator",30
829210,AIdol: Artificial Intelligence Idol,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","Indie, Visual Novel, Female Protagonist, LGBTQ+, Sci-fi",31
2114790,AIdventure,"Adventure, Casual, Indie, RPG, Early Access","Single-player, Steam Workshop, Remote Play Together, Family Sharing","Early Access, Artificial Intelligence, Choose Your Own Adventure, Interactive Fiction, Life Sim",30
1962980,Aierlon,"Adventure, Free To Play, Indie, Strategy",Single-player,,0
3713560,AIgent Playtest,,,,0
4325680,Aika: Heroes Of Old,"Action, Indie, RPG","Single-player, Partial Controller Support, Family Sharing",,0
1655190,AIKAGI,"Adventure, Casual","Single-player, Family Sharing","Visual Novel, Cute, Romance, Female Protagonist, Linear",31
2259690,AIKAGI After Days,"Adventure, Casual","Single-player, Family Sharing","Visual Novel, Adventure, Cute, Female Protagonist, Romance",30
2482030,Aikagura,"Action, Indie","Single-player, Partial Controller Support, Family Sharing",,0
3802710,AILA Playtest,,,,0
1677100,AiliA,"Adventure, Indie","Single-player, Family Sharing",,0
2083630,Ailin: Traps and Treasures,"Casual, Indie","Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud","Sokoban, Puzzle, Female Protagonist, 2D, Controller",30
1167530,Ailment,"Action, Adventure, Indie","Single-player, Family Sharing","Action, Indie, Gore, Violent, Adventure",30
1208690,Ailuri,"Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen","Adventure, Indie, 2D, Platformer, Hand-drawn",30
3357990,Ailuri Playtest,,,,0
1463020,Aim Academy,"Action, Simulation, Early Access","Single-player, Partial Controller Support, Family Sharing","Action, FPS, Arena Shooter, 3D, Simulation",30
3047310,Aim Assault,Action,"Single-player, Steam Achievements, VR Only, Steam Leaderboards, Family Sharing",,0
3767310,Aim Beat Charm,"Action, Casual, Free To Play","Single-player, Partial Controller Support",,0
995170,Aim Bot,Action,"Single-player, Includes level editor, Family Sharing","Action, FPS, Shooter, Level Editor, Third Person",30
2838090,Aim Camp,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing","Casual, Action, Simulation, Shooter, FPS",30
1909770,Aim Climb,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing","Psychological Horror, Difficult, Shooter, Singleplayer, Cute",34
2755450,Aim Down Screen,Free To Play,"In-App Purchases, Partial Controller Support",,0
2214030,Aim Expert,"Action, Indie, Simulation","Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing","FPS, Difficult, Score Attack, Simulation, Fast-Paced",30
1111300,Aim FTW,"Action, Adventure, Casual, Indie, Simulation",Single-player,"Free to Play, Action, Indie, Casual, Simulation",31
1831550,Aim God,Action,"Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing","FPS, Shooter, Simulation, Action, First-Person",30
518030,Aim Hero,"Action, Early Access","Single-player, Partial Controller Support, Family Sharing","FPS, Shooter, e-sports, Singleplayer, Early Access",67
2642230,Aim in Space,"Action, Adventure, Casual, Indie, Simulation","Single-player, Family Sharing","Shoot Em Up, Flight, Clicker, PvE, Point & Click",31
915540,Aim Master,Action,"Single-player, Family Sharing","Action, Shooter, FPS, First-Person, Sports",31
1303820,Aim Master H,Action,"Single-player, Steam Achievements, Family Sharing","Action, Anime, Competitive, Shooter, FPS",30
2805330,Aim Sex,"Casual, Indie","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",,0
964070,Aim Theory - Trainer,Action,"Single-player, Family Sharing","Action, FPS, Shooter, Sports",30
2629070,Aim Trainer (With Cats),"Action, Casual, Indie, Simulation","Single-player, Partial Controller Support, Family Sharing","FPS, Casual, Shooter, Arcade, 3D",30
2626780,Aim Trainer - Shooting Range,"Action, Casual, Indie, Simulation, Sports","Single-player, Steam Achievements, Family Sharing","FPS, Action, Sniper, Simulation, Hunting",30
3257260,Aim Trainer Asylum,Action,"Single-player, Family Sharing","Action, Adventure, Shooter, FPS, First-Person",30
3666950,Aim Trainer Bee Pro,"Casual, Indie, Massively Multiplayer","Single-player, Steam Leaderboards, Family Sharing","Casual, Arcade, Clicker, 2D, Cartoony",30
3217990,Aim Trainer Gauntlet,Free To Play,Single-player,"Arcade, Action, Colorful, Combat, Singleplayer",30
773390,Aim Trainer Pro,"Action, Indie, Simulation, Sports","Single-player, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing","Simulation, Indie, Action, Sports, Shooter",31
2077170,Aim Trainer X,"Action, Casual, Indie","Single-player, Steam Achievements, Stats, Family Sharing","Action, Casual, Arcade, Education, Point & Click",30
2791290,Aim Zen - Rhythmic Aim Trainer,"Action, Indie, Simulation, Early Access","Single-player, Multi-player, Steam Achievements, Steam Cloud, Includes level editor","Early Access, Action, Simulation, FPS, Rhythm",31
1501110,Aim: Warmup,"Action, Indie, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen","e-sports, FPS, Sports, 3D, Arcade",30
1100990,Aimbeast,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements","Action, FPS, Shooter, Software Training, Indie",55
2646660,Aimcademy,Action,"Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards",,0
1073420,Aimersoft iMusic,Utilities,,Utilities,30
1705020,AimGoGoGo,"Action, Casual, Indie, Simulation, Sports","Single-player, Steam Cloud, Family Sharing","Casual, Action, Battle Royale, Shooter, e-sports",30
1432620,Aimi,"Free To Play, Indie, RPG","Single-player, Partial Controller Support","RPGMaker, Story Rich, Dark, Puzzle, Psychological Horror",32
3984260,AimJJang,"Action, Adventure, Casual, Indie","Single-player, Full controller support, Save Anytime, Family Sharing",,0
714010,Aimlabs,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Workshop, In-App Purchases","Free to Play, FPS, Shooter, Simulation, First-Person",92
1845630,Aimlabs VR,"Action, Adventure, Casual, Indie, Simulation","Single-player, Tracked Controller Support, VR Only",,0
757240,Aimtastic,"Action, Indie, Free To Play","Single-player, Steam Workshop, Stats, Steam Leaderboards","Free to Play, Action, FPS, Indie, Early Access",60
2147360,Aimtropolis,"Action, Casual, Indie","Single-player, Tracked Controller Support, VR Only, Family Sharing","VR, Casual, Singleplayer, Competitive, Shooter",30
2724640,AIMX,"Action, Early Access",Single-player,,0
1144280,Ain Dodo,"Action, Casual, Indie","Single-player, Steam Achievements, Family Sharing","Action, Indie, Casual, Psychological Horror",33
2354150,Ainmora: O Desastre Iminente Playtest,,,,0
2348850,Ainmora: The Impending Disaster,"Adventure, Indie, RPG","Single-player, Full controller support, Family Sharing","RPG, Multiple Endings, Exploration, Adventure, 2D",30
3253420,Aint No Surprise,"Action, Adventure, Indie","Single-player, Family Sharing",,0
1146720,AION - Translator application,Utilities,,Utilities,32
390930,AIPD - Artificial Intelligence Police Department,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support","Action, Indie, Local Co-Op, Twin Stick Shooter, Top-Down Shooter",31
2841360,AIPet,"Casual, RPG, Simulation","Single-player, Family Sharing","Casual, Simulation, RPG, Action RPG, CRPG",30
2866110,AIPet Playtest,,,,0
2983250,AIR,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Casual, Simulation, Visual Novel, Dating Sim",36
1144520,Air,"Action, Adventure, Casual, Indie","Single-player, Full controller support, Family Sharing","Indie, Casual, Action, Adventure, Relaxing",30
2227380,Air Attack,"Action, Simulation","Single-player, Tracked Controller Support, VR Supported, Partial Controller Support, Steam Cloud","Simulation, Jet, Combat, Flight, Automobile Sim",30
1424900,Air Attack,"Action, Casual, Indie, Free To Play","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen","Action, Casual, Arcade, Pixel Graphics, Survival",32
935680,"Air Attack 3.0, Aerial Firefighting Game",Simulation,"Single-player, Steam Leaderboards, Family Sharing","Simulation, Flight, Action, Singleplayer, Strategy",30
1067560,AIR Battlefront,"Action, Indie, Simulation, Sports","Single-player, Full controller support, Family Sharing","Simulation, Action, Indie, Sports, Flight",30
4089550,Air Blitz,"Casual, Indie, Sports, Strategy","Single-player, Keyboard Only Option, Family Sharing",,0
1458000,Air Bounce - The Jump n Run Challenge,"Action, Indie","Single-player, Steam Achievements, Family Sharing","Action, 3D Platformer, Platformer, First-Person, Runner",31
375600,Air Brawl,"Action, Indie","Multi-player, Partial Controller Support","Action, Flight, Indie, Multiplayer, Free to Play",47
746350,Air Combat Arena,"Action, Casual, Indie","Single-player, Multi-player, Steam Achievements, Partial Controller Support, Family Sharing","Action, Indie, Casual",30
1114390,Air Combat MF,"Action, Indie","Single-player, Steam Achievements, Family Sharing",,0
991280,Air Combat XF,"Action, Indie","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Indie, Action, Flight, Military, War",30
214910,Air Conflicts: Pacific Carriers,"Action, Simulation","Single-player, Multi-player, Steam Achievements, Partial Controller Support, Family Sharing","Action, Simulation, Flight, World War II, Singleplayer",34
95900,Air Conflicts: Secret Wars,"Action, Simulation","Single-player, Multi-player, Steam Achievements, Family Sharing","Simulation, Action, Flight, World War II, Arcade",35
233210,Air Conflicts: Vietnam,"Action, Simulation","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Cloud","Simulation, Action, Flight",30
755140,Air Dash,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing","Simulation, Strategy, Puzzle, Flight, 2D",30
3538320,Air Dash: Sky Racing Simulator,"Adventure, Casual, Indie, Racing, Simulation","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen",,0
3985030,Air Defender,"Casual, Indie, Simulation, Strategy, Early Access","Single-player, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime",,0
2143160,Air defenders,"Action, Adventure, Indie, Simulation","Single-player, Family Sharing","Side Scroller, Flight, Wargame, Shoot Em Up, Clicker",30
1421380,Air Fleet,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","Simulation, Management, Flight, Relaxing, RTS",30
55020,Air Forte,,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op","Education, Casual, Local Co-Op, Singleplayer, Indie",31
342230,Air Guardians,"Action, Indie, Simulation","Single-player, Partial Controller Support, Family Sharing","Simulation, Action, Indie, Sci-fi, Flight",31
1423540,Air Gun Fighter,"Action, Simulation","Single-player, Full controller support, Steam Leaderboards, Family Sharing","Action, Simulation, Arcade, Shooter, Flight",30
3544390,Air Hares,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen",,0
750330,Air Hockey,"Action, Casual, Indie, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Achievements","Action, Indie, Casual, Sports",31
3720650,Air Hockey Roguelike,"Indie, Sports","Single-player, Full controller support, Family Sharing",,0
2504390,Air Hockey VR,"Casual, Simulation, Sports","Single-player, Multi-player, VR Only, Family Sharing","Casual, Sports, Simulation, Arcade, Immersive Sim",30
2504570,Air Hockey VR Playtest,,VR Only,,0
1713170,Air Hunter,"Indie, Simulation","Single-player, Family Sharing","Simulation, War, World War II, Arcade, 3D Vision",30
1076880,Air Marty,Indie,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","Indie, Dark Comedy, 2D, Multiple Endings, Comedy",38
3397780,Air Master HANEMARU,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0
423490,Air Missions: HIND,"Action, Casual, Indie, Simulation","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support","Simulation, Flight, Action, Military, Casual",38
1920850,Air Museum VR,Simulation,"Single-player, Tracked Controller Support, VR Only, Family Sharing","Flight, Simulation, Education, Jet, Military",30
2453740,Air Offense Command,"Action, Casual, Indie","Single-player, Partial Controller Support, Family Sharing","Side Scroller, Action, Shoot Em Up, Difficult, 2D",30
1635750,Air Racing VR,"Action, Adventure, Casual, Indie, Massively Multiplayer","Single-player, Multi-player, PvP, Online PvP, VR Only","Casual, Action, Simulation, Racing, Sports",30
583510,Air Rage,Education,"Tracked Controller Support, VR Only",Education,30
812460,Air Raid Over Britain,"Casual, Indie, Simulation","Single-player, Tracked Controller Support, VR Only","Indie, Casual, Simulation, World War II, Historical",30
2253510,air star,"Casual, Indie, Strategy","Single-player, Steam Achievements, Family Sharing","Casual, Strategy, Tower Defense, Arcade, Clicker",30
1741520,Air Strike,"Action, Simulation","Single-player, Family Sharing","Action, Shooter, Battle Royale, Arena Shooter, FPS",30
1716770,Air Traffic BLITZ VR,"Casual, Indie, Strategy","Single-player, Tracked Controller Support, VR Only, Family Sharing","Casual, VR, Arcade, Atmospheric, Stylized",30
3365130,Air Traffic Control,"Simulation, Strategy","Single-player, Family Sharing",,0
672300,Air Traffic Disruptor,"Casual, Indie","Single-player, Family Sharing","Indie, Casual",30
1861880,Air Traffic: Greenlight,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Stats","Time Management, Flight, Immersive Sim, Jet, Management",33
2403620,Air Twister,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","On-Rails Shooter, Third-Person Shooter, Flight, Shooter, 3D Fighter",31
1210930,AIR WARS,"Action, Racing, Simulation, Early Access",Single-player,"Early Access, Flight, FPS, Jet, Wargame",30
1003230,AIRA VR,"Action, Indie, Strategy","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud","Indie, VR, Tower Defense, Strategy, Shooter",30
2751890,AIRANBLADE,"Action, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing","Bullet Hell, Shoot Em Up, Top-Down Shooter, Arcade, Shooter",30
1804370,Airball,"Action, Strategy","Single-player, Family Sharing","Strategy, Action, Exploration, Puzzle, Isometric",30
1010100,Airborn,"Action, Indie","Single-player, Tracked Controller Support, VR Only, Family Sharing","Action, Indie, VR, Superhero, Space",32
1949480,AIRBORNE,"Adventure, Casual, Free To Play, Indie",Single-player,"Adventure, Casual, Exploration, Flight, 3D",31
2338070,Airborne,"Action, Casual, Indie, Free To Play","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor",,0
2438680,Airborne Empire,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Camera Comfort, Custom Volume Controls, Adjustable Difficulty","Early Access, Colony Sim, Strategy RPG, Wargame, Sandbox",38
3196040,Airborne Justice,"Action, Adventure, Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen","Adventure, Action, Casual, Arcade, Action-Adventure",30
982290,Airborne Kingdom,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud","City Builder, Base-Building, Exploration, Building, Singleplayer",54
1772800,Airborne Motocross,"Casual, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Racing, Bikes, Flight, Physics, Sports",30
1703070,Airborne Ranger,"Action, Simulation, Strategy","Single-player, Family Sharing","Action, Simulation, Strategy, Third-Person Shooter, Wargame",30
2351160,AirBorne Sea,"Action, Casual, Simulation","Single-player, Steam Achievements, Full controller support, Color Alternatives, Custom Volume Controls","Military, Arcade, Gun Customization, War, Singleplayer",30
1115110,Airborne: Trials,"Adventure, Indie, Strategy",Single-player,"Indie, Strategy, Adventure, 3D Platformer, Platformer",30
1073390,Aircar,"Casual, Free To Play, Indie","Single-player, Full controller support, Tracked Controller Support, VR Only","Free to Play, VR, Casual, Indie, Flight",58
1021100,Aircraft Carrier Survival,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Naval Combat, Strategy, Action, Survival, Realistic",38
1493800,Aircraft Carrier Survival: Tutorial,"Action, Simulation",Single-player,"Simulation, Survival, Management, Action, Immersive Sim",41
597030,Aircraft Evolution,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Side Scroller, Flight, Shoot Em Up, Bullet Hell, Military",34
2284290,Aircraft Infinity,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing","Action, Casual, Simulation, Space Sim, Shooter",30
2161840,Aircraft Pushback Simulator,"Adventure, Casual, Indie, Simulation, Sports","Single-player, Partial Controller Support, Remote Play Together, Family Sharing","Adventure, Casual, Simulation, Sports, Controller",30
1473170,Aircraft Sketch Shooter,"Action, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing","Flight, Bullet Hell, Shoot Em Up, Action, Twin Stick Shooter",30
1094630,Aircraft War,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op","Action, Casual, Indie, War, 2D",30
3638730,Aircraft Wars,Casual,"Single-player, Family Sharing",,0
3747220,Aircrafter,"Casual, Indie, Simulation, Early Access","Single-player, Playable without Timed Input, Stereo Sound, Family Sharing",,0
1686340,AirFighter,"Casual, Strategy","Single-player, Steam Achievements, Family Sharing","Strategy, Jet, 3D, Shoot Em Up, Wargame",30
3120120,Airflow Playtest,,,,0
3416200,Airframe Ultra Playtest,,,,0
771700,Airhead,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Indie, Adventure, Action, Puzzle-Platformer, Metroidvania",31
531180,AIRHEART - Tales of broken Wings,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Indie, Action Roguelike, Female Protagonist, Rogue-lite",33
664590,Airis World,"Adventure, Indie, RPG","Single-player, Family Sharing","Anime, Adventure, Female Protagonist, Cute, RPG",30
462830,Airline Director 2 - Tycoon Game,"Indie, Simulation, Strategy","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Leaderboards","Indie, Strategy, Simulation",30
2152560,Airline Flight Attendant Simulator VR,"Action, Adventure, Simulation","Single-player, Tracked Controller Support, VR Only, Family Sharing","Flight, Immersive Sim, Simulation, Realistic, First-Person",30
4386440,Airline Glider,Action,"Single-player, Custom Volume Controls, Playable without Timed Input, Stereo Sound, Surround Sound",,0
1641650,Airline Manager,"Simulation, Free To Play","Single-player, Multi-player, PvP, Online PvP, In-App Purchases",,0
4250660,Airline Ops,"Simulation, Early Access","Single-player, Multi-player, In-App Purchases, Steam Cloud, Steam Leaderboards",,0
201490,Airline Tycoon 2,"Simulation, Strategy","Single-player, Family Sharing","Simulation, Strategy, Economy, Management",28
331920,Airline Tycoon Deluxe,Simulation,"Single-player, Family Sharing","Simulation, Management, Retro, Economy, Singleplayer",39
2715810,AirlineSim,"Indie, Massively Multiplayer, Simulation, Strategy, Early Access","Multi-player, MMO, In-App Purchases",,0
1111920,Airlock Arena: Profit or Perish,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op","Space, Co-op, Rogue-like, Difficult, Physics",30
3978350,AirLoveEngine,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Custom Volume Controls, Playable without Timed Input",,0
206500,AirMech,"Action, Indie, Strategy, Free To Play","Single-player, Multi-player, PvP, Online PvP, Co-op","Free to Play, Strategy, Multiplayer, Mechs, RTS",72
364630,AirMech Command,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Only","Action, Strategy, Indie, VR, Mechs",32
595770,AirMech Wastelands,"Action, Indie, RPG, Strategy","Single-player, Multi-player, MMO, PvP, Online PvP","Strategy, Action, RPG, Indie, Co-op",35
647740,Airmen,"Action, Indie, Massively Multiplayer, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op","Action, Indie, Strategy, Building, Online Co-Op",35
1493940,Airoheart,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Family Sharing","Open World, RPG, Puzzle-Platformer, Action-Adventure, Dungeon Crawler",31
2892250,Airplane,"Action, Casual, Indie","Single-player, Family Sharing","Action, Casual, 3D Fighter, Arcade, Shooter",30
931310,Airplane Mode,"Indie, Simulation","Single-player, Custom Volume Controls, Mouse Only Option, Playable without Timed Input, Family Sharing","Simulation, Realistic, Singleplayer, Flight, Relaxing",34
1386310,Airplane Racer 2021,"Action, Adventure, Racing, Simulation, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen","Racing, Sports, 3D Fighter, Action-Adventure, Combat Racing",30
3595280,Airplane Racing Championship,"Adventure, Racing, Simulation","Single-player, Steam Achievements, Full controller support, Family Sharing",,0
1542990,Airplane shooting spree,Casual,"Single-player, Family Sharing",,0
1663170,Airplane Tycoon,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","Casual, Simulation, Strategy, Farming Sim, Grand Strategy",30
1778040,Airplanes Dogfight Racer,"Action, Adventure, Racing, Simulation, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen","Combat Racing, Flight, Racing, Action, PvP",30
1974310,Airport Administrator Simulator,"Adventure, Casual, Indie, Simulation, Sports","Single-player, Partial Controller Support, Commentary available, Remote Play Together, Family Sharing","Adventure, Casual, Simulation, Strategy, Indie",30
2992200,Airport Antiterror,"Action, Casual, Indie, Free To Play",Single-player,"Casual, Action, Arena Shooter, Shooter, Indie",33
3893970,Airport Baggage Simulator Playtest,,,,0
673610,Airport CEO,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing","Flight, Resource Management, Moddable, Management, Simulation",69
4004140,Airport Control 25 Playtest,,,,0
502410,Airport Fire Department - The Simulation,"Action, Simulation","Single-player, Steam Achievements, Family Sharing","Simulation, Action",30
350530,Airport Firefighters - The Simulation,Simulation,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing","Simulation, Action, First-Person",31
2088630,Airport Ground Handling Simulator VR,"Simulation, Early Access","Single-player, Tracked Controller Support, VR Only, Family Sharing","VR, Flight, Immersive Sim, Realistic, Software",31
445770,Airport Madness 3D,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Adventure, Simulation, Management, Flight, Casual",36
748610,Airport Madness 3D: Volume 2,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Casual, Simulation, Adventure, Flight",34
387850,Airport Madness 4,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Adventure, Simulation, Strategy, Management, Flight",32
402210,Airport Madness: Time Machine,Adventure,"Single-player, Steam Trading Cards, Family Sharing","Adventure, Simulation, Strategy",32
369290,Airport Madness: World Edition,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Adventure, Simulation, Casual, Strategy, Management",35
584280,Airport Master,"Simulation, Strategy, Early Access","Single-player, Family Sharing","Early Access, Strategy, Simulation, Management",30
267600,Airport Simulator 2014,"Massively Multiplayer, Simulation, Strategy","Single-player, Steam Cloud, Family Sharing","Simulation, Management, Singleplayer, Memes, Strategy",27
319780,Airport Simulator 2015,Simulation,"Single-player, Steam Achievements, Family Sharing","Simulation, Singleplayer",31
678890,Airport Simulator 2019,"Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV","Simulation, Strategy, Flight",30
502470,Airport Simulator 3: Day & Night,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Family Sharing","Casual, Simulation, Strategy, Automobile Sim, Immersive Sim",30
3079970,Airport X-Ray Simulator,"Casual, Indie, Simulation, Early Access","Single-player, Steam Achievements, Full controller support, Camera Comfort, Color Alternatives","Early Access, Simulation, Management, Immersive Sim, Hidden Object",33
1715280,AirportSim,"Casual, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements","Job Simulator, Hobby Sim, Flight, Simulation, Immersive Sim",43
2067140,AirRaid,"Action, Casual","Single-player, Family Sharing","Action, Arcade, Shoot Em Up, Shooter, Bullet Hell",30
885950,Airranger,"Action, Casual, Indie, Massively Multiplayer, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op","Action, Massively Multiplayer, Casual, Simulation, Indie",33
594150,airRevo VR,"Action, Casual, Indie","Single-player, Tracked Controller Support, VR Only, Steam Leaderboards, Family Sharing","Action, Indie, Casual, VR",30
317250,Airscape - The Fall of Gravity,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available","Shoot Em Up, Exploration, Difficult, Casual, Platformer",54
2365390,Airscrew Racing Playtest,,,,0
2381730,Airship,"Action, Indie, Massively Multiplayer, RPG","Multi-player, PvP, Online PvP, Co-op, Online Co-op",,0
474730,Airship Asunder,"Action, Adventure, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP","Action, Strategy, Adventure, Indie, Simulation",30
